target_id,account_id,campaign_id,target_date,priority,recommended_channel,status,quality_flag
TGT0012656,ACC0022131,CMP0000021,2026-03-15,4,SMS,EXPIRED,VALID
TGT0012657,ACC0027791,CMP0000098,2026-04-28,5,VOICE,SKIPPED,VALID
TGT0012658,ACC0016200,CMP0000005,2026-01-01,10,WHATSAPP,CONTACTED,VALID
TGT0012659,ACC0005507,CMP0000014,2026-05-22,3,WHATSAPP,EXPIRED,VALID
TGT0012660,ACC0023895,CMP0000024,2026-04-17,8,SMS,CONTACTED,VALID
TGT0012661,ACC0019421,CMP0000034,2026-03-10,6,VOICE,SKIPPED,VALID
TGT0012662,ACC0009738,CMP0000022,2026-04-07,1,SMS,EXPIRED,VALID
TGT0012663,ACC0021253,CMP0000017,2026-03-26,8,SMS,EXPIRED,VALID
TGT0012664,ACC0027321,CMP0000004,2026-07-22,5,FIELD,QUEUED,VALID
TGT0012665,ACC0027363,CMP0000007,2026-03-23,1,WHATSAPP,SKIPPED,VALID
TGT0012666,ACC0014962,CMP0000103,2026-02-10,8,FIELD,EXPIRED,VALID
TGT0012667,ACC0016755,CMP0000050,2026-02-18,3,SMS,SKIPPED,VALID
TGT0012668,ACC0023247,CMP0000035,2026-07-31,7,WHATSAPP,QUEUED,VALID
TGT0012669,ACC0025083,CMP0000008,2026-06-23,4,FIELD,QUEUED,VALID
TGT0012670,ACC0003379,CMP0000011,2026-04-27,7,SMS,QUEUED,VALID
TGT0012671,ACC0016383,CMP0000064,2026-06-02,7,VOICE,CONTACTED,VALID
TGT0012672,ACC0015343,CMP0000110,2026-05-21,3,SMS,SKIPPED,VALID
TGT0012673,ACC0004317,CMP0000094,2026-02-05,2,SMS,SKIPPED,VALID
TGT0012674,ACC0009621,CMP0000115,2026-01-04,5,WHATSAPP,QUEUED,VALID
TGT0012675,ACC0000002,CMP0000012,2026-06-23,7,FIELD,CONTACTED,VALID
TGT0012676,ACC0019090,CMP0000069,2026-01-12,2,SMS,CONTACTED,VALID
TGT0012677,ACC0003410,CMP0000116,2026-07-07,5,WHATSAPP,CONTACTED,VALID
TGT0012678,ACC0008153,CMP0000043,2026-07-23,8,VOICE,QUEUED,VALID
TGT0012679,ACC0026034,CMP0000037,2026-05-16,9,SMS,SKIPPED,VALID
TGT0012680,ACC0006835,CMP0000042,2026-07-16,6,VOICE,EXPIRED,VALID
TGT0012681,ACC0003904,CMP0000012,2026-05-09,9,FIELD,QUEUED,VALID
TGT0012682,ACC0005111,CMP0000007,2026-03-10,8,SMS,CONTACTED,VALID
TGT0012683,ACC0004547,CMP0000020,2026-03-26,6,SMS,SKIPPED,VALID
TGT0012684,ACC0027450,CMP0000105,2026-04-19,6,WHATSAPP,CONTACTED,VALID
TGT0012685,ACC0010424,CMP0000013,2026-03-28,6,WHATSAPP,QUEUED,VALID
TGT0012686,ACC0027029,CMP0000119,2026-05-01,6,VOICE,EXPIRED,VALID
TGT0012687,ACC0020160,CMP0000048,2026-02-07,10,SMS,CONTACTED,VALID
TGT0012688,ACC0019675,CMP0000104,2026-06-02,1,SMS,QUEUED,VALID
TGT0012689,ACC0012995,CMP0000085,2026-03-19,9,VOICE,EXPIRED,VALID
TGT0012690,ACC0028682,CMP0000097,2026-05-20,1,VOICE,SKIPPED,VALID
TGT0012691,ACC0024787,CMP0000110,2026-08-07,1,WHATSAPP,QUEUED,VALID
TGT0012692,ACC0012225,CMP0000105,2026-06-20,10,WHATSAPP,CONTACTED,VALID
TGT0012693,ACC0020556,CMP0000094,2026-01-05,2,VOICE,QUEUED,VALID
TGT0012694,ACC0023508,CMP0000039,2026-01-14,1,FIELD,SKIPPED,VALID
TGT0012695,ACC0025901,CMP0000020,2026-02-02,2,VOICE,EXPIRED,VALID
TGT0012696,ACC0021455,CMP0000010,2026-01-18,1,SMS,QUEUED,VALID
TGT0012697,ACC0023492,CMP0000076,2026-07-14,10,VOICE,SKIPPED,VALID
TGT0012698,ACC0000148,CMP0000088,2026-03-04,4,VOICE,SKIPPED,VALID
TGT0012699,ACC0015920,CMP0000057,2026-01-23,3,WHATSAPP,EXPIRED,VALID
TGT0012700,ACC0020235,CMP0000011,2026-04-07,1,WHATSAPP,QUEUED,VALID
TGT0012701,ACC0016700,CMP0000085,2026-03-24,7,FIELD,QUEUED,VALID
TGT0012702,ACC0024180,CMP0000009,2026-06-16,8,FIELD,EXPIRED,VALID
TGT0012703,ACC0001961,CMP0000067,2026-05-27,10,FIELD,QUEUED,VALID
TGT0012704,ACC0027187,CMP0000042,2026-01-01,8,VOICE,EXPIRED,VALID
TGT0012705,ACC0019094,CMP0000113,2026-02-17,7,FIELD,SKIPPED,VALID
TGT0012706,ACC0007056,CMP0000079,2026-01-17,1,VOICE,CONTACTED,VALID
TGT0012707,ACC0014313,CMP0000058,2026-04-04,5,WHATSAPP,CONTACTED,VALID
TGT0012708,ACC0025328,CMP0000021,2026-03-01,3,FIELD,EXPIRED,VALID
TGT0012709,ACC0022123,CMP0000002,2026-04-02,5,FIELD,CONTACTED,VALID
TGT0012710,ACC0011442,CMP0000021,2026-01-07,7,FIELD,QUEUED,VALID
TGT0012711,ACC0013670,CMP0000109,2026-03-22,10,WHATSAPP,QUEUED,VALID
TGT0012712,ACC0023734,CMP0000053,2026-08-06,9,SMS,QUEUED,VALID
TGT0012713,ACC0029430,CMP0000100,2026-03-22,5,WHATSAPP,CONTACTED,VALID
TGT0012714,ACC0014855,CMP0000085,2026-02-26,7,FIELD,CONTACTED,VALID
TGT0012715,ACC0017400,CMP0000008,2026-02-03,9,WHATSAPP,SKIPPED,VALID
TGT0012716,ACC0011143,CMP0000090,2026-06-11,8,WHATSAPP,EXPIRED,VALID
TGT0012717,ACC0026815,CMP0000042,2026-06-22,10,FIELD,SKIPPED,VALID
TGT0012718,ACC0015295,CMP0000013,2026-04-23,10,SMS,CONTACTED,VALID
TGT0012719,ACC0009597,CMP0000054,2026-02-15,7,FIELD,SKIPPED,VALID
TGT0012720,ACC0011614,CMP0000058,2026-07-23,9,SMS,QUEUED,VALID
TGT0012721,ACC0021150,CMP0000059,2026-01-06,2,VOICE,QUEUED,VALID
TGT0012722,ACC0006320,CMP0000034,2026-03-28,4,VOICE,SKIPPED,VALID
TGT0012723,ACC0025165,CMP0000019,2026-06-29,10,SMS,CONTACTED,VALID
TGT0012724,ACC0009662,CMP0000104,2026-04-10,10,VOICE,EXPIRED,VALID
TGT0012725,ACC0012972,CMP0000079,2026-07-20,1,VOICE,CONTACTED,VALID
TGT0012726,ACC0020288,CMP0000037,2026-06-09,7,VOICE,CONTACTED,VALID
TGT0012727,ACC0011268,CMP0000102,2026-05-18,5,FIELD,CONTACTED,VALID
TGT0012728,ACC0007750,CMP0000015,2026-03-12,6,SMS,QUEUED,VALID
TGT0012729,ACC0004833,CMP0000070,2026-03-27,9,FIELD,CONTACTED,VALID
TGT0012730,ACC0026396,CMP0000038,2026-01-18,5,SMS,EXPIRED,VALID
TGT0012731,ACC0018598,CMP0000052,2026-07-25,6,VOICE,SKIPPED,VALID
TGT0012732,ACC0022238,CMP0000090,2026-01-05,7,WHATSAPP,SKIPPED,VALID
TGT0012733,ACC0026440,CMP0000002,2026-04-04,2,VOICE,SKIPPED,VALID
TGT0012734,ACC0018792,CMP0000097,2026-07-13,1,SMS,CONTACTED,VALID
TGT0012735,ACC0029085,CMP0000057,2026-06-01,6,VOICE,SKIPPED,VALID
TGT0012736,ACC0006402,CMP0000017,2026-01-08,6,SMS,QUEUED,VALID
TGT0012737,ACC0027459,CMP0000111,2026-02-02,7,VOICE,CONTACTED,VALID
TGT0012738,ACC0007731,CMP0000005,2026-04-23,6,VOICE,QUEUED,VALID
TGT0012739,ACC0023183,CMP0000111,2026-01-23,5,SMS,QUEUED,VALID
TGT0012740,ACC0009458,CMP0000022,2026-07-29,3,WHATSAPP,SKIPPED,VALID
TGT0012741,ACC0015868,CMP0000044,2026-05-26,6,FIELD,QUEUED,VALID
TGT0012742,ACC0005420,CMP0000045,2026-03-13,7,WHATSAPP,SKIPPED,VALID
TGT0012743,ACC0022265,CMP0000036,2026-03-27,6,FIELD,QUEUED,VALID
TGT0012744,ACC0018101,CMP0000108,2026-03-22,1,WHATSAPP,EXPIRED,VALID
TGT0012745,ACC0016137,CMP0000089,2026-07-18,3,WHATSAPP,CONTACTED,VALID
TGT0012746,ACC0011377,CMP0000093,2026-06-04,9,WHATSAPP,QUEUED,VALID
TGT0012747,ACC0024796,CMP0000053,2026-02-13,10,WHATSAPP,EXPIRED,VALID
TGT0012748,ACC0029345,CMP0000093,2026-03-15,6,WHATSAPP,EXPIRED,VALID
TGT0012749,ACC0021375,CMP0000055,2026-06-29,10,SMS,SKIPPED,VALID
TGT0012750,ACC0027785,CMP0000075,2026-01-13,8,WHATSAPP,EXPIRED,VALID
TGT0012751,ACC0027392,CMP0000047,2026-05-11,7,FIELD,CONTACTED,VALID
TGT0012752,ACC0018272,CMP0000057,2026-04-17,5,FIELD,EXPIRED,VALID
TGT0012753,ACC0004671,CMP0000065,2026-05-28,4,FIELD,QUEUED,VALID
TGT0012754,ACC0010020,CMP0000076,2026-03-03,10,WHATSAPP,EXPIRED,VALID
TGT0012755,ACC0000459,CMP0000049,2026-03-27,5,FIELD,CONTACTED,VALID
TGT0012756,ACC0010582,CMP0000007,2026-02-17,2,WHATSAPP,EXPIRED,VALID
TGT0012757,ACC0022619,CMP0000057,2026-05-25,10,FIELD,CONTACTED,VALID
TGT0012758,ACC0008993,CMP0000106,2026-01-07,7,FIELD,EXPIRED,VALID
TGT0012759,ACC0001176,CMP0000088,2026-03-20,9,VOICE,CONTACTED,VALID
TGT0012760,ACC0005194,CMP0000034,2026-03-01,4,SMS,EXPIRED,VALID
TGT0012761,ACC0006341,CMP0000030,2026-08-01,7,WHATSAPP,QUEUED,VALID
TGT0012762,ACC0024901,CMP0000013,2026-05-11,1,VOICE,EXPIRED,VALID
TGT0012763,ACC0005953,CMP0000020,2026-07-30,7,SMS,QUEUED,VALID
TGT0012764,ACC0023870,CMP0000115,2026-01-27,2,SMS,CONTACTED,VALID
TGT0012765,ACC0009136,CMP0000092,2026-06-10,7,FIELD,CONTACTED,VALID
TGT0012766,ACC0020472,CMP0000024,2026-01-04,9,SMS,EXPIRED,VALID
TGT0012767,ACC0024436,CMP0000001,2026-07-31,9,SMS,QUEUED,VALID
TGT0012768,ACC0029104,CMP0000020,2026-03-10,4,VOICE,SKIPPED,VALID
TGT0012769,ACC0014794,CMP0000050,2026-05-04,7,SMS,EXPIRED,VALID
TGT0012770,ACC0005993,CMP0000072,2026-04-15,9,WHATSAPP,SKIPPED,VALID
TGT0012771,ACC0002604,CMP0000071,2026-03-20,3,VOICE,CONTACTED,VALID
TGT0012772,ACC0015460,CMP0000011,2026-05-31,5,VOICE,EXPIRED,VALID
TGT0012773,ACC0002426,CMP0000113,2026-07-14,8,WHATSAPP,CONTACTED,VALID
TGT0012774,ACC0027340,CMP0000035,2026-08-06,7,WHATSAPP,SKIPPED,VALID
TGT0012775,ACC0016902,CMP0000091,2026-01-24,4,FIELD,EXPIRED,VALID
TGT0012776,ACC0025587,CMP0000119,2026-02-04,4,SMS,SKIPPED,VALID
TGT0012777,ACC0019060,CMP0000089,2026-03-19,2,FIELD,QUEUED,VALID
TGT0012778,ACC0024041,CMP0000075,2026-06-30,1,VOICE,SKIPPED,VALID
TGT0012779,ACC0015442,CMP0000014,2026-07-19,1,WHATSAPP,CONTACTED,VALID
TGT0012780,ACC0006910,CMP0000062,2026-06-29,4,SMS,SKIPPED,VALID
TGT0012781,ACC0027870,CMP0000101,2026-01-22,3,SMS,CONTACTED,VALID
TGT0012782,ACC0018662,CMP0000012,2026-05-05,3,FIELD,EXPIRED,VALID
TGT0012783,ACC0004326,CMP0000050,2026-02-11,7,WHATSAPP,SKIPPED,VALID
TGT0012784,ACC0026867,CMP0000025,2026-04-09,6,WHATSAPP,SKIPPED,VALID
TGT0012785,ACC0006674,CMP0000056,2026-07-15,4,WHATSAPP,SKIPPED,VALID
TGT0012786,ACC0021259,CMP0000005,2026-05-21,6,VOICE,SKIPPED,VALID
TGT0012787,ACC0005927,CMP0000037,2026-07-23,2,FIELD,CONTACTED,VALID
TGT0012788,ACC0011125,CMP0000060,2026-01-20,2,FIELD,QUEUED,VALID
TGT0012789,ACC0018818,CMP0000096,2026-08-08,1,FIELD,CONTACTED,VALID
TGT0012790,ACC0022921,CMP0000043,2026-01-18,4,SMS,EXPIRED,VALID
TGT0012791,ACC0029681,CMP0000023,2026-01-31,5,SMS,CONTACTED,VALID
TGT0012792,ACC0023851,CMP0000007,2026-07-25,4,WHATSAPP,EXPIRED,VALID
TGT0012793,ACC0013683,CMP0000026,2026-06-26,9,SMS,EXPIRED,VALID
TGT0012794,ACC0002278,CMP0000089,2026-01-02,2,VOICE,EXPIRED,VALID
TGT0012795,ACC0021570,CMP0000050,2026-02-20,6,WHATSAPP,SKIPPED,VALID
TGT0012796,ACC0011294,CMP0000040,2026-01-16,3,VOICE,QUEUED,VALID
TGT0012797,ACC0011674,CMP0000097,2026-05-25,7,WHATSAPP,EXPIRED,VALID
TGT0012798,ACC0023095,CMP0000061,2026-02-02,3,VOICE,EXPIRED,VALID
TGT0012799,ACC0004741,CMP0000075,2026-05-31,3,SMS,CONTACTED,VALID
TGT0012800,ACC0022461,CMP0000119,2026-07-03,4,FIELD,CONTACTED,VALID
TGT0012801,ACC0005146,CMP0000052,2026-03-22,10,SMS,EXPIRED,VALID
TGT0012802,ACC0010941,CMP0000002,2026-04-23,4,VOICE,CONTACTED,VALID
TGT0012803,ACC0005234,CMP0000099,2026-02-11,8,FIELD,QUEUED,VALID
TGT0012804,ACC0007580,CMP0000118,2026-03-16,8,FIELD,CONTACTED,VALID
TGT0012805,ACC0006181,CMP0000077,2026-05-19,7,SMS,SKIPPED,VALID
TGT0012806,ACC0028248,CMP0000022,2026-06-06,5,FIELD,QUEUED,VALID
TGT0012807,ACC0019009,CMP0000053,2026-05-31,4,FIELD,EXPIRED,VALID
TGT0012808,ACC0017528,CMP0000012,2026-01-02,1,FIELD,CONTACTED,VALID
TGT0012809,ACC0020495,CMP0000008,2026-05-19,10,VOICE,QUEUED,VALID
TGT0012810,ACC0017428,CMP0000077,2026-02-13,2,WHATSAPP,EXPIRED,VALID
TGT0012811,ACC0019114,CMP0000050,2026-02-16,6,SMS,SKIPPED,VALID
TGT0012812,ACC0016995,CMP0000050,2026-02-17,9,WHATSAPP,CONTACTED,VALID
TGT0012813,ACC0021945,CMP0000081,2026-06-24,6,SMS,SKIPPED,VALID
TGT0012814,ACC0020110,CMP0000091,2026-05-21,1,SMS,SKIPPED,VALID
TGT0012815,ACC0017204,CMP0000062,2026-05-08,6,FIELD,SKIPPED,VALID
TGT0012816,ACC0025941,CMP0000079,2026-02-03,9,FIELD,SKIPPED,VALID
TGT0012817,ACC0020694,CMP0000039,2026-01-06,2,SMS,CONTACTED,VALID
TGT0012818,ACC0013881,CMP0000086,2026-03-16,2,VOICE,EXPIRED,VALID
TGT0012819,ACC0005240,CMP0000081,2026-05-30,9,VOICE,QUEUED,VALID
TGT0012820,ACC0013385,CMP0000043,2026-01-02,7,WHATSAPP,EXPIRED,VALID
TGT0012821,ACC0024585,CMP0000066,2026-03-30,9,SMS,EXPIRED,VALID
TGT0012822,ACC0027794,CMP0000012,2026-05-26,10,FIELD,CONTACTED,VALID
TGT0012823,ACC0024462,CMP0000041,2026-06-22,5,FIELD,EXPIRED,VALID
TGT0012824,ACC0023039,CMP0000078,2026-03-24,5,SMS,CONTACTED,VALID
TGT0012825,ACC0029700,CMP0000007,2026-04-10,9,SMS,SKIPPED,VALID
TGT0012826,ACC0016216,CMP0000050,2026-06-04,3,VOICE,CONTACTED,VALID
TGT0012827,ACC0006307,CMP0000009,2026-07-11,1,WHATSAPP,QUEUED,VALID
TGT0012828,ACC0003877,CMP0000077,2026-03-06,7,WHATSAPP,SKIPPED,VALID
TGT0012829,ACC0006261,CMP0000099,2026-05-23,3,WHATSAPP,SKIPPED,VALID
TGT0012830,ACC0002239,CMP0000035,2026-04-09,1,FIELD,EXPIRED,VALID
TGT0012831,ACC0015925,CMP0000094,2026-03-07,6,FIELD,CONTACTED,VALID
TGT0012832,ACC0027543,CMP0000030,2026-07-18,9,WHATSAPP,EXPIRED,VALID
TGT0012833,ACC0021728,CMP0000009,2026-04-06,1,SMS,QUEUED,VALID
TGT0012834,ACC0021855,CMP0000094,2026-03-01,3,VOICE,SKIPPED,VALID
TGT0012835,ACC0025231,CMP0000010,2026-02-27,2,SMS,QUEUED,VALID
TGT0012836,ACC0000789,CMP0000081,2026-02-22,9,SMS,CONTACTED,VALID
TGT0012837,ACC0005224,CMP0000064,2026-06-12,4,SMS,SKIPPED,VALID
TGT0012838,ACC0023227,CMP0000107,2026-01-12,3,FIELD,QUEUED,VALID
TGT0012839,ACC0029696,CMP0000019,2026-02-01,8,WHATSAPP,QUEUED,VALID
TGT0012840,ACC0004457,CMP0000045,2026-05-30,2,WHATSAPP,QUEUED,VALID
TGT0012841,ACC0009600,CMP0000088,2026-06-25,7,FIELD,CONTACTED,VALID
TGT0012842,ACC0016256,CMP0000054,2026-03-26,3,SMS,QUEUED,VALID
TGT0012843,ACC0024905,CMP0000074,2026-07-06,6,FIELD,CONTACTED,VALID
TGT0012844,ACC0025559,CMP0000031,2026-08-04,7,SMS,SKIPPED,VALID
TGT0012845,ACC0007497,CMP0000048,2026-02-22,9,SMS,EXPIRED,VALID
TGT0012846,ACC0020396,CMP0000064,2026-01-27,6,SMS,CONTACTED,VALID
TGT0012847,ACC0017434,CMP0000043,2026-07-26,10,SMS,CONTACTED,VALID
TGT0012848,ACC0017909,CMP0000028,2026-06-06,1,FIELD,SKIPPED,VALID
TGT0012849,ACC0015258,CMP0000067,2026-07-26,3,SMS,QUEUED,VALID
TGT0012850,ACC0026850,CMP0000029,2026-05-20,5,SMS,EXPIRED,VALID
TGT0012851,ACC0010084,CMP0000024,2026-05-13,7,VOICE,CONTACTED,VALID
TGT0012852,ACC0001270,CMP0000094,2026-07-25,3,VOICE,QUEUED,VALID
TGT0012853,ACC0012201,CMP0000094,2026-05-03,7,FIELD,SKIPPED,VALID
TGT0012854,ACC0016235,CMP0000084,2026-06-14,2,WHATSAPP,EXPIRED,VALID
TGT0012855,ACC0017411,CMP0000034,2026-03-20,6,WHATSAPP,SKIPPED,VALID
TGT0012856,ACC0017970,CMP0000048,2026-03-09,7,FIELD,EXPIRED,VALID
TGT0012857,ACC0011703,CMP0000033,2026-04-17,3,FIELD,EXPIRED,VALID
TGT0012858,ACC0020234,CMP0000042,2026-01-07,6,FIELD,SKIPPED,VALID
TGT0012859,ACC0011766,CMP0000030,2026-06-27,2,SMS,EXPIRED,VALID
TGT0012860,ACC0024301,CMP0000012,2026-02-12,6,FIELD,EXPIRED,VALID
TGT0012861,ACC0013468,CMP0000035,2026-05-12,1,SMS,QUEUED,VALID
TGT0012862,ACC0011279,CMP0000081,2026-05-02,10,SMS,EXPIRED,VALID
TGT0012863,ACC0004231,CMP0000078,2026-06-02,4,VOICE,EXPIRED,VALID
TGT0012864,ACC0005935,CMP0000072,2026-01-17,2,VOICE,EXPIRED,VALID
TGT0012865,ACC0011263,CMP0000017,2026-02-16,3,SMS,CONTACTED,VALID
TGT0012866,ACC0005203,CMP0000116,2026-07-26,5,WHATSAPP,SKIPPED,VALID
TGT0012867,ACC0020541,CMP0000067,2026-01-30,6,WHATSAPP,CONTACTED,VALID
TGT0012868,ACC0019950,CMP0000010,2026-05-20,9,FIELD,CONTACTED,VALID
TGT0012869,ACC0016000,CMP0000117,2026-03-21,10,FIELD,EXPIRED,VALID
TGT0012870,ACC0021398,CMP0000052,2026-06-21,4,SMS,EXPIRED,VALID
TGT0012871,ACC0003967,CMP0000034,2026-03-23,5,FIELD,EXPIRED,VALID
TGT0012872,ACC0008050,CMP0000051,2026-06-19,2,WHATSAPP,EXPIRED,VALID
TGT0012873,ACC0028277,CMP0000075,2026-04-27,6,WHATSAPP,QUEUED,VALID
TGT0012874,ACC0006103,CMP0000077,2026-07-25,3,FIELD,SKIPPED,VALID
TGT0012875,ACC0007839,CMP0000109,2026-07-21,7,VOICE,QUEUED,VALID
TGT0012876,ACC0027117,CMP0000050,2026-04-16,5,FIELD,QUEUED,VALID
TGT0012877,ACC0015930,CMP0000033,2026-06-01,5,SMS,QUEUED,VALID
TGT0012878,ACC0023664,CMP0000118,2026-07-21,10,WHATSAPP,EXPIRED,VALID
TGT0012879,ACC0010465,CMP0000105,2026-06-28,7,WHATSAPP,CONTACTED,VALID
TGT0012880,ACC0025579,CMP0000120,2026-02-15,2,SMS,CONTACTED,VALID
TGT0012881,ACC0029419,CMP0000085,2026-01-08,8,VOICE,QUEUED,VALID
TGT0012882,ACC0003355,CMP0000002,2026-06-24,7,WHATSAPP,SKIPPED,VALID
TGT0012883,ACC0006717,CMP0000031,2026-04-10,3,WHATSAPP,QUEUED,VALID
TGT0012884,ACC0023717,CMP0000015,2026-05-12,9,SMS,CONTACTED,VALID
TGT0012885,ACC0015942,CMP0000119,2026-01-04,9,FIELD,CONTACTED,VALID
TGT0012886,ACC0002200,CMP0000026,2026-05-23,10,VOICE,CONTACTED,VALID
TGT0012887,ACC0024575,CMP0000090,2026-03-19,10,FIELD,QUEUED,VALID
TGT0012888,ACC0015728,CMP0000079,2026-04-15,10,WHATSAPP,QUEUED,VALID
TGT0012889,ACC0001498,CMP0000089,2026-02-13,2,VOICE,QUEUED,VALID
TGT0012890,ACC0014328,CMP0000014,2026-01-08,9,SMS,SKIPPED,VALID
TGT0012891,ACC0023465,CMP0000095,2026-08-04,5,SMS,CONTACTED,VALID
TGT0012892,ACC0027037,CMP0000114,2026-02-02,7,WHATSAPP,QUEUED,VALID
TGT0012893,ACC0022330,CMP0000120,2026-07-30,9,SMS,EXPIRED,VALID
TGT0012894,ACC0014450,CMP0000089,2026-04-27,10,FIELD,EXPIRED,VALID
TGT0012895,ACC0007304,CMP0000001,2026-06-14,8,VOICE,QUEUED,VALID
TGT0012896,ACC0009234,CMP0000103,2026-04-02,5,FIELD,EXPIRED,VALID
TGT0012897,ACC0009785,CMP0000035,2026-02-04,3,WHATSAPP,EXPIRED,VALID
TGT0012898,ACC0009764,CMP0000065,2026-07-04,6,WHATSAPP,SKIPPED,VALID
TGT0012899,ACC0023381,CMP0000084,2026-03-10,6,VOICE,EXPIRED,VALID
TGT0012900,ACC0029778,CMP0000087,2026-05-02,4,FIELD,EXPIRED,VALID
TGT0012901,ACC0007890,CMP0000003,2026-03-21,7,SMS,EXPIRED,VALID
TGT0012902,ACC0006142,CMP0000093,2026-01-06,7,VOICE,SKIPPED,VALID
TGT0012903,ACC0013756,CMP0000058,2026-06-19,10,SMS,CONTACTED,VALID
TGT0012904,ACC0023051,CMP0000016,2026-03-06,7,FIELD,QUEUED,VALID
TGT0012905,ACC0023833,CMP0000088,2026-02-13,2,WHATSAPP,SKIPPED,VALID
TGT0012906,ACC0023329,CMP0000010,2026-01-19,6,FIELD,SKIPPED,VALID
TGT0012907,ACC0024811,CMP0000029,2026-03-13,4,SMS,EXPIRED,VALID
TGT0012908,ACC0014793,CMP0000090,2026-03-28,8,FIELD,QUEUED,VALID
TGT0012909,ACC0027432,CMP0000046,2026-05-20,9,SMS,SKIPPED,VALID
TGT0012910,ACC0006049,CMP0000046,2026-06-24,6,FIELD,CONTACTED,VALID
TGT0012911,ACC0021334,CMP0000006,2026-04-07,7,WHATSAPP,SKIPPED,VALID
TGT0012912,ACC0024757,CMP0000110,2026-01-16,3,WHATSAPP,QUEUED,VALID
TGT0012913,ACC0018808,CMP0000041,2026-01-15,9,SMS,QUEUED,VALID
TGT0012914,ACC0015590,CMP0000108,2026-04-05,9,VOICE,CONTACTED,VALID
TGT0012915,ACC0005634,CMP0000077,2026-01-07,4,WHATSAPP,SKIPPED,VALID
TGT0012916,ACC0015806,CMP0000032,2026-01-23,5,VOICE,EXPIRED,VALID
TGT0012917,ACC0004746,CMP0000049,2026-07-22,4,VOICE,CONTACTED,VALID
TGT0012918,ACC0027019,CMP0000098,2026-01-17,7,VOICE,EXPIRED,VALID
TGT0012919,ACC0023753,CMP0000106,2026-06-17,10,SMS,EXPIRED,VALID
TGT0012920,ACC0026092,CMP0000050,2026-03-29,5,SMS,CONTACTED,VALID
TGT0012921,ACC0011294,CMP0000007,2026-04-08,3,WHATSAPP,QUEUED,VALID
TGT0012922,ACC0016947,CMP0000095,2026-02-03,3,SMS,SKIPPED,VALID
TGT0012923,ACC0003724,CMP0000063,2026-04-06,4,WHATSAPP,QUEUED,VALID
TGT0012924,ACC0027634,CMP0000057,2026-01-24,9,VOICE,CONTACTED,VALID
TGT0012925,ACC0024135,CMP0000109,2026-04-22,9,WHATSAPP,EXPIRED,VALID
TGT0012926,ACC0021236,CMP0000110,2026-03-23,8,VOICE,SKIPPED,VALID
TGT0012927,ACC0007337,CMP0000048,2026-06-26,6,SMS,CONTACTED,VALID
TGT0012928,ACC0001308,CMP0000038,2026-04-29,5,VOICE,SKIPPED,VALID
TGT0012929,ACC0016613,CMP0000018,2026-04-07,8,SMS,EXPIRED,VALID
TGT0012930,ACC0011577,CMP0000006,2026-02-15,9,SMS,QUEUED,VALID
TGT0012931,ACC0015785,CMP0000064,2026-06-14,3,WHATSAPP,EXPIRED,VALID
TGT0012932,ACC0001328,CMP0000090,2026-07-25,4,WHATSAPP,QUEUED,VALID
TGT0012933,ACC0027313,CMP0000003,2026-04-19,2,VOICE,SKIPPED,VALID
TGT0012934,ACC0022528,CMP0000105,2026-04-24,6,WHATSAPP,CONTACTED,VALID
TGT0012935,ACC0002955,CMP0000110,2026-04-22,6,SMS,EXPIRED,VALID
TGT0012936,ACC0018108,CMP0000104,2026-04-12,1,SMS,QUEUED,VALID
TGT0012937,ACC0016634,CMP0000029,2026-06-29,5,WHATSAPP,CONTACTED,VALID
TGT0012938,ACC0015762,CMP0000038,2026-05-23,5,VOICE,CONTACTED,VALID
TGT0012939,ACC0025739,CMP0000100,2026-07-31,3,FIELD,EXPIRED,VALID
TGT0012940,ACC0020876,CMP0000032,2026-04-08,5,VOICE,EXPIRED,VALID
TGT0012941,ACC0014246,CMP0000041,2026-01-31,10,SMS,CONTACTED,VALID
TGT0012942,ACC0010871,CMP0000041,2026-05-15,4,VOICE,SKIPPED,VALID
TGT0012943,ACC0014862,CMP0000094,2026-06-14,9,FIELD,SKIPPED,VALID
TGT0012944,ACC0007535,CMP0000103,2026-04-26,7,FIELD,CONTACTED,VALID
TGT0012945,ACC0028483,CMP0000079,2026-02-14,3,FIELD,SKIPPED,VALID
TGT0012946,ACC0025723,CMP0000073,2026-05-25,7,FIELD,QUEUED,VALID
TGT0012947,ACC0029365,CMP0000023,2026-04-06,7,FIELD,CONTACTED,VALID
TGT0012948,ACC0015165,CMP0000031,2026-03-18,9,SMS,QUEUED,VALID
TGT0012949,ACC0006208,CMP0000048,2026-04-22,3,SMS,CONTACTED,VALID
TGT0012950,ACC0013308,CMP0000060,2026-03-28,9,VOICE,SKIPPED,VALID
TGT0012951,ACC0012842,CMP0000049,2026-07-25,3,VOICE,SKIPPED,VALID
TGT0012952,ACC0007773,CMP0000073,2026-01-06,10,VOICE,QUEUED,VALID
TGT0012953,ACC0016956,CMP0000082,2026-01-11,5,SMS,CONTACTED,VALID
TGT0012954,ACC0023392,CMP0000066,2026-01-17,3,WHATSAPP,SKIPPED,VALID
TGT0012955,ACC0006346,CMP0000088,2026-01-16,1,VOICE,SKIPPED,VALID
TGT0012956,ACC0015773,CMP0000012,2026-07-25,1,FIELD,CONTACTED,VALID
TGT0012957,ACC0001153,CMP0000010,2026-07-22,10,FIELD,SKIPPED,VALID
